date,sp500_index_real,sp500_index_nominal,djia_index_real,djia_index_nominal,nasdaq100_index_avg
5/31/1974,572.99,87.28,5266.25,802.17,
6/30/1974,560.03,86,5225.29,802.41,
7/31/1974,512.26,79.31,4892.24,757.43,
8/31/1974,460.46,72.15,4330.7,678.58,
9/30/1974,400.68,63.54,3833.23,607.87,
10/31/1974,461.43,73.9,4155.51,665.52,
11/30/1974,433.53,69.97,3833.22,618.66,
12/31/1974,421.51,68.56,3788.64,616.24,
1/31/1975,471.43,76.98,4309.4,703.69,
2/28/1975,495.9,81.59,4491.95,739.05,
3/31/1975,504.74,83.36,4651.15,768.15,
4/30/1975,526.59,87.3,4954.32,821.34,
5/31/1975,546.72,91.15,4992.08,832.29,
6/30/1975,566.67,95.19,5232.63,878.99,
7/31/1975,522.47,88.75,4895.1,831.51,
8/31/1975,510.51,86.88,4908.46,835.34,
9/30/1975,490.14,83.87,4639.43,793.88,
10/31/1975,517.5,89.04,4859.06,836.04,
11/30/1975,526.45,91.24,4966.07,860.67,
12/31/1975,518.5,90.19,4900.51,852.41,
1/31/1976,578.84,100.86,5597.13,975.28,
2/29/1976,570.14,99.71,5561.38,972.61,
3/31/1976,586.61,102.77,5704.86,999.45,
4/30/1976,578.13,101.64,5670.08,996.85,
5/31/1976,565.72,100.18,5507.12,975.23,
6/30/1976,585.85,104.28,5633.62,1002.78,
7/31/1976,578.02,103.44,5502.17,984.64,
8/31/1976,572.08,102.91,5413.02,973.74,
9/30/1976,583.03,105.24,5485.65,990.19,
10/31/1976,567.08,102.9,5317.73,964.93,
11/30/1976,561.65,102.1,5210.66,947.22,
12/31/1976,589.2,107.46,5508.5,1004.65,
1/31/1977,556.47,102.03,5205.13,954.37,
2/28/1977,538.93,99.82,5055.73,936.42,
3/31/1977,527.83,98.42,4929.29,919.13,
4/30/1977,523.5,98.44,4929.25,926.9,
5/31/1977,508.67,96.12,4755.71,898.66,
6/30/1977,528.22,100.48,4816.99,916.3,
7/31/1977,517.08,98.85,4655.96,890.07,
8/31/1977,504.56,96.77,4491.81,861.49,
9/30/1977,501.67,96.53,4402.43,847.11,
10/31/1977,478.32,92.34,4239.05,818.35,
11/30/1977,488.85,94.83,4277.1,829.7,
12/31/1977,488.62,95.1,4270.55,831.17,
1/31/1978,455.62,89.25,3930.44,769.92,
2/28/1978,441.55,87.04,3764.77,742.12,
3/31/1978,448.99,89.21,3811.79,757.36,
4/30/1978,483.47,96.83,4180.74,837.32,
5/31/1978,481.05,97.24,4158.5,840.61,
6/30/1978,467.52,95.53,4007.94,818.95,
7/31/1978,489,100.68,4188.05,862.27,
8/31/1978,499.41,103.29,4239.42,876.82,
9/30/1978,491.99,102.54,4154.2,865.82,
10/31/1978,442.93,93.15,3768.1,792.45,
11/30/1978,448.31,94.7,3782.61,799.03,
12/31/1978,452.97,96.11,3794.01,805.01,
1/31/1979,466.87,99.93,3920.84,839.22,
2/28/1979,444.62,96.28,3735.13,808.82,
3/31/1979,464.37,101.59,3941.02,862.18,
4/30/1979,459.96,101.76,3864.15,854.9,
5/31/1979,442.19,99.08,3670.06,822.33,
6/30/1979,454.14,102.91,3715.66,841.98,
7/31/1979,453.13,103.81,3694.62,846.42,
8/31/1979,472.7,109.32,3838.11,887.63,
9/30/1979,467.56,109.32,3757.69,878.58,
10/31/1979,432.02,101.82,3461.02,815.7,
11/30/1979,446.3,106.16,3457.16,822.35,
12/31/1979,449.03,107.94,3489.16,838.74,
1/31/1980,468.17,114.16,3591.86,875.85,
2/29/1980,459.64,113.66,3490.54,863.14,
3/31/1980,406.73,102.09,3130.43,785.75,
4/30/1980,418.68,106.29,3218.4,817.06,
5/31/1980,433.95,111.24,3319.17,850.85,
6/30/1980,440.74,114.24,3348.44,867.92,
7/31/1980,469.4,121.67,3608.46,935.32,
8/31/1980,468.84,122.38,3572.75,932.59,
9/30/1980,476.62,125.46,3542.26,932.42,
10/31/1980,479.67,127.47,3478.86,924.49,
11/30/1980,524.42,140.52,3707.14,993.34,
12/31/1980,501.9,135.76,3563.87,963.99,
1/31/1981,475.19,129.55,3474.59,947.27,
2/28/1981,476.51,131.27,3537.73,974.58,
3/31/1981,490.28,136,3618.95,1003.87,
4/30/1981,475.59,132.81,3572.94,997.75,
5/31/1981,471.09,132.59,3523.69,991.75,
6/30/1981,462.12,131.21,3440.57,976.88,
7/31/1981,455.99,130.92,3317,952.34,
8/31/1981,424.49,122.79,3047.24,881.47,
9/30/1981,397.8,116.18,2910.33,849.98,
10/31/1981,416.38,121.89,2912.31,852.55,
11/30/1981,430.22,126.35,3026.98,888.98,
12/31/1981,415.93,122.55,2969.75,875,
1/31/1982,407.43,120.4,2947.8,871.1,
2/28/1982,381.52,113.11,2780.67,824.39,
3/31/1982,378.09,111.96,2778.49,822.77,
4/30/1982,391.47,116.44,2852.19,848.36,
5/31/1982,372.67,111.88,2729.89,819.54,
6/30/1982,360.62,109.61,2671.25,811.93,
7/31/1982,350.51,107.09,2646.55,808.6,
8/31/1982,390.32,119.51,2943.68,901.31,
9/30/1982,392.45,120.42,2920.88,896.25,
10/31/1982,434.46,133.72,3222.1,991.72,
11/30/1982,451.05,138.53,3383.9,1039.28,
12/31/1982,459.75,140.64,3421.14,1046.54,
1/31/1983,474.11,145.3,3510.01,1075.7,
2/28/1983,482.53,148.06,3626.03,1112.62,
3/31/1983,498.5,152.96,3682.77,1130.03,
4/30/1983,532.1,164.43,3967.98,1226.2,
5/31/1983,522.41,162.39,3860.34,1199.98,
6/30/1983,537.62,167.64,3918.83,1221.96,
7/31/1983,519.22,162.56,3830.31,1199.22,
8/31/1983,523.45,164.4,3872.25,1216.16,
9/30/1983,526.28,166.07,3907.79,1233.13,
10/31/1983,516.65,163.55,3870.41,1225.2,
11/30/1983,524.66,166.4,4023.29,1276.02,
12/31/1983,519.53,164.93,3964.72,1258.64,
1/31/1984,511.64,163.41,3821.64,1220.58,
2/29/1984,489.4,157.06,3597.83,1154.63,
3/31/1984,495.05,159.18,3622.81,1164.89,
4/30/1984,495.35,160.05,3623.47,1170.75,
5/31/1984,464.6,150.55,3409.57,1104.85,
6/30/1984,471.33,153.18,3484.39,1132.4,
7/31/1984,461.77,150.66,3418.33,1115.28,
8/31/1984,508.87,166.68,3738.03,1224.38,
9/30/1984,504.78,166.1,3667.19,1206.71,
10/31/1984,503.25,166.09,3658.36,1207.38,
11/30/1984,495.65,163.58,3602.49,1188.94,
12/31/1984,506.74,167.24,3671.06,1211.57,
1/31/1985,543.2,179.63,3891.19,1286.77,
2/28/1985,545.35,181.18,3864.87,1284.01,
3/31/1985,541.8,180.66,3799.07,1266.78,
4/30/1985,536.79,179.83,3755.31,1258.06,
5/31/1985,563.72,189.55,3912.03,1315.41,
6/30/1985,568.84,191.85,3959.64,1335.46,
7/31/1985,565.12,190.92,3988.45,1347.45,
8/31/1985,557.21,188.63,3940.67,1334.01,
9/30/1985,536.41,182.08,3914.14,1328.63,
10/31/1985,557.12,189.82,4033.6,1374.31,
11/30/1985,591.75,202.17,4308.92,1472.13,
12/31/1985,616.73,211.28,4514.73,1546.67,
1/31/1986,616.49,211.78,4573.15,1570.99,131.03772727272727
2/28/1986,662.38,226.92,4988.75,1709.06,138.6263157894737
3/31/1986,700.69,238.9,5333.98,1818.61,145.4757142857143
4/30/1986,691.96,235.52,5241.33,1783.98,154.23954545454546
5/31/1986,724.74,247.35,5498.76,1876.71,157.92499999999998
6/30/1986,730.95,250.84,5515.39,1892.72,160.7
7/31/1986,688.05,236.12,5173.25,1775.31,151.51521739130433
8/31/1986,735.77,252.93,5522.27,1898.34,147.53333333333333
9/30/1986,669.67,231.32,5117.14,1767.58,141.48909090909092
10/31/1986,705.83,243.98,5432.22,1877.71,140.8095652173913
11/30/1986,720.25,249.22,5532.12,1914.23,144.348
12/31/1986,699.39,242.17,5475.5,1895.95,145.08913043478262
1/31/1987,786.34,274.08,6191.42,2158.04,159.8831818181818
2/28/1987,812.53,284.2,6358.39,2223.99,177.346
3/31/1987,830.18,291.7,6559.15,2304.69,185.72227272727272
4/30/1987,816.35,288.36,6472.69,2286.36,184.82181818181817
5/31/1987,818.37,290.1,6464.52,2291.57,186.73380952380955
6/30/1987,854.54,304,6798.49,2418.53,189.44727272727275
7/31/1987,893.52,318.66,7212.08,2572.07,192.30739130434785
8/31/1987,919.81,329.8,7426.97,2662.95,205.9719047619048
9/30/1987,893.08,321.83,7204.68,2596.28,203.54681818181817
10/31/1987,696.7,251.79,5516.1,1993.53,175.855
11/30/1987,636.78,230.3,5069.77,1833.55,145.66285714285715
12/31/1987,683.18,247.08,5360.86,1938.83,147.05652173913043
1/31/1988,709,257.07,5400.77,1958.22,158.2247619047619
2/29/1988,736.77,267.82,5699.03,2071.62,164.36380952380952
3/31/1988,709.1,258.89,5445.3,1988.06,177.18304347826088
4/30/1988,712.12,261.33,5538.1,2032.33,175.45190476190476
5/31/1988,712.03,262.16,5516.52,2031.12,172.84727272727272
6/30/1988,739.54,273.5,5791.18,2141.71,183.9018181818182
7/31/1988,732.55,272.02,5732.67,2128.73,185.81761904761905
8/31/1988,701.14,261.52,5446.85,2031.65,174.49434782608697
9/30/1988,724.1,271.91,5626.68,2112.91,175.34272727272727
10/31/1988,740.67,278.97,5704.67,2148.65,176.24857142857144
11/30/1988,725.85,273.7,5607.68,2114.51,169.24863636363636
12/31/1988,735.4,277.72,5742.37,2168.57,173.62363636363636
1/31/1989,783.83,297.47,6172.01,2342.32,179.52636363636364
2/28/1989,757.97,288.86,5926.02,2258.39,187.5285
3/31/1989,769.32,294.87,5984.05,2293.62,184.0404347826087
4/30/1989,802.59,309.64,6269.53,2418.8,193.503
5/31/1989,825.98,320.52,6391.35,2480.15,208.0182608695652
6/30/1989,817.53,317.98,6273.39,2440.06,213.9836363636364
7/31/1989,887.7,346.08,6824.59,2660.66,210.28333333333333
8/31/1989,900.06,351.45,7010.15,2737.27,217.33695652173915
9/30/1989,891.38,349.15,6874.77,2692.82,223.43714285714287
10/31/1989,864.51,340.36,6718.5,2645.08,228.3186363636364
11/30/1989,876.74,345.99,6857.69,2706.27,221.92954545454543
12/31/1989,894.1,353.4,6965.6,2753.2,219.5304761904762
1/31/1990,824.35,329.08,6489.3,2590.54,212.89913043478265
2/28/1990,827.4,331.89,6549.73,2627.25,206.283
3/31/1990,842.71,339.94,6711.17,2707.21,213.725
4/30/1990,818.73,330.8,6575.48,2656.76,211.46380952380952
5/31/1990,892.24,361.23,7105.35,2876.66,224.39956521739128
6/30/1990,879.3,358.02,7074.97,2880.69,237.5128571428572
7/31/1990,871.5,356.15,7109.02,2905.2,235.24136363636364
8/31/1990,782.21,322.56,6339.82,2614.36,199.94391304347823
9/30/1990,736.05,306.05,5898.21,2452.48,187.1935
10/31/1990,726.56,304,5837.17,2442.33,174.6086956521739
11/30/1990,768.49,322.22,6104.77,2559.65,184.69454545454548
12/31/1990,787.57,330.22,6281.28,2633.66,198.91857142857145
1/31/1991,815.46,343.93,6487.98,2736.39,207.22260869565216
2/28/1991,868.85,367.07,6822.12,2882.18,246.485
3/31/1991,887.02,375.22,6888.37,2913.86,258.07047619047614
4/30/1991,885.8,375.34,6815.37,2887.87,274.0981818181818
5/31/1991,917.27,389.83,7123.71,3027.5,267.33043478260873
6/30/1991,870.74,371.16,6819.24,2906.75,264.883
7/31/1991,908.64,387.81,7087.15,3024.82,262.1395652173913
8/31/1991,923.72,395.43,7109.85,3043.6,280.98727272727274
9/30/1991,902.16,387.86,7017.01,3016.77,283.19571428571425
10/31/1991,911.27,392.45,7126.45,3069.1,286.84173913043475
11/30/1991,869.01,375.22,6704.08,2894.68,289.88380952380953
12/31/1991,965.15,417.09,7332.67,3168.83,302.59363636363634
1/31/1992,944.69,408.78,7449.28,3223.4,342.83043478260873
2/29/1992,950.04,412.7,7522.25,3267.7,345.3275
3/31/1992,924.85,403.69,7412.53,3235.5,336.8331818181818
4/30/1992,948.99,414.95,7682.26,3359.1,312.75454545454545
5/31/1992,948.66,415.35,7758.52,3396.9,309.3704761904761
6/30/1992,928.93,408.14,7552.91,3318.5,302.89500000000004
7/31/1992,963.38,424.21,7707.32,3393.8,304.4626086956522
8/31/1992,937.78,414.03,7378.01,3257.4,300.97857142857146
9/30/1992,943.39,417.8,7387.5,3271.7,313.0068181818182
10/31/1992,942.03,418.68,7259.18,3226.3,316.4804545454545
11/30/1992,969.24,431.35,7426.78,3305.2,342.97809523809525
12/31/1992,979.91,435.71,7424.2,3301.11,356.0308695652174
1/31/1993,981.99,438.78,7407.78,3310,371.9252380952381
2/28/1993,988.74,443.38,7516.91,3370.81,359.04650000000004
3/31/1993,1003.61,451.67,7632.81,3435.11,356.22434782608696
4/30/1993,975.46,440.19,7595.45,3427.55,341.1068181818182
5/31/1993,996.27,450.19,7806.2,3527.43,359.1414285714286
6/30/1993,995.67,450.53,7770.54,3516.08,363.8463636363636
7/31/1993,990.37,448.13,7822.23,3539.47,357.66318181818184
8/31/1993,1021.69,463.56,8047.36,3651.25,365.5463636363637
9/30/1993,1009.19,458.93,7817.71,3555.12,372.6372727272728
10/31/1993,1024.55,467.83,8060.49,3680.59,385.5552380952381
11/30/1993,1010.4,461.79,8060.48,3683.95,386.6609090909091
12/31/1993,1020.59,466.45,8213.95,3754.09,391.8239130434783
1/31/1994,1051.35,481.61,8684.76,3978.36,407.5876190476191
2/28/1994,1016.03,467.14,8334.64,3832.02,406.193
3/31/1994,966.43,445.77,7882.76,3635.96,406.6386956521739
4/30/1994,976.22,450.91,7970.86,3681.69,373.8823809523809
5/31/1994,987.41,456.5,8129.35,3758.37,372.1336363636364
6/30/1994,957.85,444.27,7815.41,3624.96,370.07772727272726
7/31/1994,985.26,458.26,8093.68,3764.5,362.7171428571429
8/31/1994,1018.02,475.49,8378.63,3913.42,381.63260869565215
9/30/1994,988.35,462.71,8209.05,3843.19,395.08818181818185
10/31/1994,1007.99,472.35,8339.93,3908.12,397.9990476190476
11/30/1994,966.81,453.69,7968.3,3739.23,406.1813636363637
12/31/1994,978.7,459.27,8171.19,3834.44,396.52454545454543
1/31/1995,998.7,470.42,8160.51,3843.86,407.83681818181816
2/28/1995,1030.83,487.39,8483.37,4011.05,425.1345
3/31/1995,1055.5,500.71,8764.41,4157.69,444.03521739130434
4/30/1995,1081.41,514.71,9078.99,4321.27,453.3905
5/31/1995,1118.01,533.4,9358.93,4465.14,484.8613043478261
6/30/1995,1139.62,544.75,9531.36,4556.1,517.5527272727272
7/31/1995,1175.83,562.06,9850.12,4708.47,566.8157142857142
8/31/1995,1172.64,561.88,9622.24,4610.56,575.5152173913044
9/30/1995,1217.33,584.41,9975.65,4789.08,593.5309523809524
10/31/1995,1207.19,581.5,9872.38,4755.48,579.7222727272728
11/30/1995,1257.35,605.37,10539.72,5074.49,594.5468181818183
12/31/1995,1280.52,615.93,10638.49,5117.12,581.1414285714285
1/31/1996,1314.65,636.02,11152.09,5395.3,563.9521739130435
2/29/1996,1319.29,640.43,11300.38,5485.62,622.5228571428571
3/31/1996,1322.63,645.5,11448.05,5587.14,610.037619
4/30/1996,1335.16,654.17,11366.49,5569.08,630.7863636363636
5/31/1996,1363.67,669.12,11500.8,5643.18,680.5108695652174
6/30/1996,1365.4,670.63,11512.83,5654.63,680.6065000000001
7/31/1996,1300.38,639.95,11234.75,5528.91,639.7791304347826
8/31/1996,1322.24,651.99,11389.67,5616.21,672.3136363636363
9/30/1996,1389.78,687.33,11893.75,5882.17,705.3828571428572
10/31/1996,1421.82,705.27,12155.23,6029.38,751.5995652173914
11/30/1996,1523.12,757.02,13121.66,6521.7,801.9642857142857
12/31/1996,1490.37,740.74,12973.92,6448.27,835.0150000000001
1/31/1997,1577.04,786.16,13667.06,6813.09,878.3360869565217
2/28/1997,1580.85,790.82,13748.6,6877.74,887.0289999999999
3/31/1997,1509.7,757.12,13127.46,6583.48,832.8295238
4/30/1997,1596.27,801.34,13961.93,7009,818.9068181818183
5/31/1997,1690.62,848.28,14610.68,7331,933.925
6/30/1997,1762.31,885.14,15276.54,7672.8,960.3623809523808
7/31/1997,1897.17,954.31,16346.53,8222.6,1047.442608695652
8/31/1997,1784.55,899.47,15122.84,7622.4,1108.7185714285715
9/30/1997,1874.67,947.28,15723.75,7945.3,1108.644090909091
10/31/1997,1806.37,914.62,14698.15,7442.1,1091.6604347826087
11/30/1997,1887.87,955.4,15458.45,7823.1,1034.632
12/31/1997,1919.51,970.43,15642.62,7908.3,1003.9221739130436
1/31/1998,1936.05,980.28,15615.34,7906.5,1013.1172727272728
2/28/1998,2068.25,1049.34,16843.61,8545.72,1147.532
3/31/1998,2167.14,1101.75,17309.23,8799.81,1177.9945454545457
4/30/1998,2183.48,1111.75,17800.46,9063.37,1228.340909090909
5/31/1998,2138.01,1090.82,17443.9,8899.95,1235.743333333333
6/30/1998,2220.06,1133.84,17528.06,8952.02,1236.4968181818183
7/31/1998,2190.91,1120.67,17366.83,8883.29,1400.3891304347826
8/31/1998,1869.57,957.28,14723.8,7539.07,1345.3742857142856
9/30/1998,1983.17,1017.01,15293.11,7842.62,1300.2345454545457
10/31/1998,2138.01,1098.67,16720.23,8592.1,1282.7440909090908
11/30/1998,2264.42,1163.63,17740.81,9116.55,1506.492857142857
12/31/1998,2393.31,1229.23,17876.24,9181.43,1715.3404347826088
1/31/1999,2485.06,1279.64,18174.85,9358.83,1979.5357142857144
2/28/1999,2402.36,1238.33,18054.77,9306.58,1990.8985
3/31/1999,2487.84,1286.37,18926.43,9786.16,2028.9965217391305
4/30/1999,2563.55,1335.18,20714.96,10789.04,2157.8136363636363
5/31/1999,2499.53,1301.84,20274.7,10559.74,2120.85
6/30/1999,2635.6,1372.71,21063.94,10970.8,2151.604090909091
7/31/1999,2543.17,1328.72,20393.96,10655.15,2346.925
8/31/1999,2521.98,1320.41,20683.92,10829.28,2302.918181818182
9/30/1999,2437.15,1282.71,19640.21,10336.95,2466.681818181818
10/31/1999,2585.48,1362.93,20354.54,10729.86,2482.749047619048
11/30/1999,2633.37,1388.91,20624.33,10877.81,2892.4527272727278
12/31/1999,2785.7,1469.25,21798.54,11497.12,3368.313478
1/31/2000,2635.53,1394.46,20677.6,10940.53,3636.519523809524
2/29/2000,2567.5,1366.42,19031.09,10128.31,4010.150476190476
3/31/2000,2793.35,1498.58,20358.46,10921.92,4436.54
4/30/2000,2705.88,1452.43,19997.27,10733.91,3730.402
5/31/2000,2643.74,1420.6,19582.06,10522.33,3399.261304347826
6/30/2000,2692.46,1454.6,19339.04,10447.89,3748.8190909090913
7/31/2000,2642.74,1430.83,19434.1,10521.98,3824.923333333333
8/31/2000,2803.15,1517.68,20714.29,11215.1,3772.632608695653
9/30/2000,2638.87,1436.51,19565.74,10650.92,3759.200476190477
10/31/2000,2621.52,1429.4,20121.07,10971.14,3268.182727272728
11/30/2000,2410.3,1314.95,19089.76,10414.49,2931.375
12/31/2000,2421.39,1320.28,19785.17,10787.99,2571.965714285714
1/31/2001,2488.87,1366.01,19836.77,10887.36,2518.533043478261
2/28/2001,2250.49,1239.94,19048.93,10495.28,2242.836
3/31/2001,2101.36,1160.33,17890.47,9878.78,1752.6681818181817
4/30/2001,2254.03,1249.46,19365.89,10734.97,1679.3028571428572
5/31/2001,2255.45,1255.82,19597.84,10911.94,1905.155652173913
6/30/2001,2195.31,1224.38,18830.8,10502.4,1795.3290476190475
7/31/2001,2177.79,1211.23,18920.01,10522.81,1699.234090909091
8/31/2001,2038.18,1133.58,17889.65,9949.75,1589.965217391304
9/30/2001,1863.28,1040.94,15837.13,8847.56,1284.718
10/31/2001,1903.36,1059.78,16298.95,9075.14,1334.296956521739
11/30/2001,2049.87,1139.45,17722.96,9851.56,1549.7386363636365
12/31/2001,2073.43,1148.08,18098.96,10021.57,1624.3433333333332
1/31/2002,2036.62,1130.2,17875.84,9920,1593.7965217391304
2/28/2002,1986.58,1106.73,18140.5,10106.13,1430.3125
3/31/2002,2048.09,1147.39,18571.03,10403.94,1484.4795238095237
4/30/2002,1911.53,1076.92,17654.54,9946.22,1356.3868181818182
5/31/2002,1894.17,1067.14,17617.32,9925.25,1248.72
6/30/2002,1755.94,989.82,16397.54,9243.26,1105.0504999999998
7/31/2002,1615.39,911.62,15481.24,8736.59,978.3908695652176
8/31/2002,1617.78,916.07,15299.74,8663.5,960.4727272727272
9/30/2002,1437.34,815.28,13384.57,7591.93,895.522381
10/31/2002,1558.94,885.76,14778.77,8397.03,913.2134782608696
11/30/2002,1647.91,936.31,15657.12,8896.09,1060.9438095238097
12/31/2002,1552,879.82,14714.64,8341.63,1032.321818181818
1/31/2003,1502.61,855.7,14142.49,8053.81,1032.5382608695652
2/28/2003,1466.12,841.15,13754.15,7891.08,984.0495
3/31/2003,1469.05,848.18,13842.37,7992.13,1028.7485714285715
4/30/2003,1591.77,916.92,14721.44,8480.09,1069.2886363636362
5/31/2003,1675.68,963.59,15390.6,8850.26,1144.3195454545455
6/30/2003,1692.71,974.5,15607.71,8985.44,1214.4442857142858
7/31/2003,1718.19,990.31,16020.64,9233.8,1267.1265217391303
8/31/2003,1742.85,1008.01,16279.95,9415.82,1272.4985714285715
9/30/2003,1716.06,995.97,15980.93,9275.06,1357.4518181818182
10/31/2003,1812.47,1050.71,16906.93,9801.12,1395.592173913043
11/30/2003,1829.63,1058.2,16913.87,9782.46,1413.167
12/31/2003,1924.73,1111.92,18095.74,10453.92,1427.779565217391
1/31/2004,1948.94,1131.13,18070.94,10488.07,1520.3463636363638
2/29/2004,1962.43,1144.94,18140.84,10583.92,1485.3215
3/31/2004,1917.94,1126.21,17639.16,10357.7,1428.9360869565216
4/30/2004,1879.09,1107.3,17352.79,10225.57,1470.049090909091
5/31/2004,1890.59,1120.68,17187.92,10188.45,1420.3919047619047
6/30/2004,1918.89,1140.84,17552.48,10435.48,1478.3022727272728
7/31/2004,1856.4,1101.72,17085.41,10139.71,1419.8727272727274
8/31/2004,1859.54,1104.24,17132.88,10173.92,1355.5059090909092
9/30/2004,1872.49,1114.58,16934.85,10080.27,1403.3127272727272
10/31/2004,1888.56,1130.2,16755.9,10027.47,1452.0557142857142
11/30/2004,1961.45,1173.82,17425.22,10428.02,1547.270909090909
12/31/2004,2032.39,1211.92,18083.11,10783.01,1612.2134782608698
1/31/2005,1976.26,1181.27,17549.67,10489.94,1540.8166666666668
2/28/2005,2002.79,1203.6,17915.01,10766.23,1521.109
3/31/2005,1949.15,1180.59,17341.71,10503.76,1498.207391304348
4/30/2005,1897.23,1156.85,16715.72,10192.51,1447.2714285714287
5/31/2005,1955.25,1191.5,17177.13,10467.48,1492.6086363636364
6/30/2005,1954.97,1191.33,16861.23,10274.97,1528.1977272727272
7/31/2005,2015.42,1234.18,17376.61,10640.91,1563.2785714285717
8/31/2005,1983.04,1220.33,17032.6,10481.6,1587.0708695652172
9/30/2005,1972.24,1228.81,16962.76,10568.7,1585.9377272727272
10/31/2005,1933.63,1207.01,16724.99,10440.07,1560.809523809524
11/30/2005,2017.91,1249.48,17451.48,10805.87,1655.7422727272728
12/31/2005,2023.48,1248.29,17373.07,10717.5,1684.7040909090908
1/31/2006,2059.65,1280.08,17481.56,10864.86,1712.3154545454547
2/28/2006,2056.74,1280.66,17655.42,10993.41,1671.459
3/31/2006,2067.91,1294.87,17741.58,11109.32,1678.6769565217392
4/30/2006,2076.01,1310.61,18005.55,11367.14,1714.566
5/31/2006,2001.66,1270.09,17601.26,11168.31,1636.2878260869566
6/30/2006,1998.02,1270.2,17539.3,11150.22,1560.0913636363637
7/31/2006,2001.8,1276.66,17539.15,11185.68,1505.5080952380954
8/31/2006,2040.48,1303.82,17811.5,11381.15,1534.338695652174
9/30/2006,2101.29,1335.85,18371.18,11679.07,1619.671904761905
10/31/2006,2178.52,1377.94,19099.63,12080.73,1704.202727272727
11/30/2006,2218.6,1400.63,19359.54,12221.93,1772.525
12/31/2006,2242.33,1418.3,19704.24,12463.15,1779.15
1/31/2007,2266.67,1438.24,19891.78,12621.69,1795.055652173913
2/28/2007,2205.89,1406.82,19237.21,12268.63,1806.806
3/31/2007,2208.02,1420.86,19198.66,12354.35,1759.320909090909
4/30/2007,2288.78,1482.37,20169.13,13062.91,1831.8661904761907
5/31/2007,2347.97,1530.62,20904.8,13627.64,1895.398260869565
6/30/2007,2301.63,1503.35,20528.6,13408.62,1922.044761904762
7/31/2007,2229.47,1455.27,20240.77,13211.99,1997.5318181818184
8/31/2007,2262.57,1473.99,20504.13,13357.74,1931.266956521739
9/30/2007,2335.93,1526.75,21260.31,13895.63,2022.5045
10/31/2007,2365.9,1549.38,21271.13,13930.01,2164.634782608696
11/30/2007,2248.37,1481.14,20298.27,13371.72,2074.788636363636
12/31/2007,2230.44,1468.36,20149.26,13264.82,2091.6766666666667
1/31/2008,2084.37,1378.55,19127.34,12650.36,1893.1765217391303
2/29/2008,2005.26,1330.63,18485.45,12266.39,1784.7128571428573
3/31/2008,1976.11,1322.7,18320.76,12262.89,1748.35
4/30/2008,2057.6,1385.59,19037.89,12820.13,1868.3204545454544
5/31/2008,2062.76,1400.38,18616.25,12638.32,1989.4936363636364
6/30/2008,1866.24,1280,16548.31,11350.01,1950.3
7/31/2008,1838.97,1267.38,16509.51,11378.02,1830.3178260869563
8/31/2008,1867.8,1282.83,16808.01,11543.96,1905.0266666666664
9/30/2008,1700.55,1166.36,15820.26,10850.66,1717.3913636363636
10/31/2008,1426.97,968.75,13735.74,9325.01,1328.5608695652172
11/30/2008,1346.15,896.24,13261.22,8829.04,1198.7745
12/31/2008,1371.13,903.25,13322.56,8776.39,1188.0695652173913
1/31/2009,1247.9,825.88,12089.3,8000.86,1206.3095454545455
2/28/2009,1105.58,735.09,10622.65,7062.93,1201.2845
3/31/2009,1196.81,797.87,11413.38,7608.92,1167.3090909090909
4/30/2009,1305.72,872.81,12219.51,8168.12,1332.5272727272727
5/31/2009,1371.36,919.14,12682.49,8500.33,1392.03
6/30/2009,1359.67,919.32,12493.11,8447,1472.1577272727272
7/31/2009,1463.45,987.48,13592.33,9171.61,1512.7782608695652
8/31/2009,1508.48,1020.62,14035.5,9496.28,1617.945238095238
9/30/2009,1561.31,1057.08,14345.04,9712.28,1685.7431818181817
10/31/2009,1529.42,1036.19,14335.99,9712.73,1722.000909090909
11/30/2009,1616.05,1095.63,15258.64,10344.84,1763.3052380952383
12/31/2009,1648.12,1115.1,15412.66,10428.05,1818.858260869565
1/31/2010,1581.81,1073.87,14829.18,10067.33,1851.3809523809523
2/28/2010,1625.81,1104.49,15198.78,10325.26,1784.4535
3/31/2010,1714.38,1169.43,15915.82,10856.63,1920.6160869565217
4/30/2010,1737.31,1186.69,16116.61,11008.61,2008.6236363636365
5/31/2010,1592.72,1089.41,14819.75,10136.63,1891.2747619047616
6/30/2010,1508.96,1030.71,14309.17,9774.02,1847.1754545454544
7/31/2010,1612.74,1101.6,15322.14,10465.94,1822.710909090909
8/31/2010,1534.12,1049.33,14641.52,10014.72,1839.0745454545452
9/30/2010,1667.29,1141.2,15761.34,10788.05,1936.720909090909
10/31/2010,1726.38,1183.26,16221.88,11118.49,2066.017142857143
11/30/2010,1721.24,1180.55,16046.78,11006.02,2148.9586363636363
12/31/2010,1831.12,1257.64,16856.85,11577.51,2212.231739130435
1/31/2011,1863.59,1286.12,17231.41,11891.93,2292.7757142857145
2/28/2011,1913.85,1327.22,17630.38,12226.34,2355.3465
3/31/2011,1893.29,1325.83,17592.57,12319.73,2298.651739130434
4/30/2011,1934.96,1363.61,18178.16,12810.54,2345.65619
5/31/2011,1899.42,1345.2,17748.54,12569.79,2363.309545454545
6/30/2011,1867.38,1320.64,17553.88,12414.34,2255.0731818181816
7/31/2011,1824.7,1292.28,17146.25,12143.24,2378.5885714285714
